disorder_group,ICD10_Code,description,flag
Suicide or Self-Injury,T36.7X2A,"Poisoning by antifungal antibiotics, systemically used, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T36.7X2S,"Poisoning by antifungal antibiotics, systemically used, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T36.8X2A,"Poisoning by other systemic antibiotics, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T36.8X2S,"Poisoning by other systemic antibiotics, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T36.92XA,"Poisoning by unspecified systemic antibiotic, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T36.92XS,"Poisoning by unspecified systemic antibiotic, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T37.0X2A,"Poisoning by sulfonamides, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T37.0X2S,"Poisoning by sulfonamides, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T37.1X2A,"Poisoning by antimycobacterial drugs, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T37.1X2S,"Poisoning by antimycobacterial drugs, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T37.2X2A,"Poisoning by antimalarials and drugs acting on other blood protozoa, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T37.2X2S,"Poisoning by antimalarials and drugs acting on other blood protozoa, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T37.3X2A,"Poisoning by other antiprotozoal drugs, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T37.3X2S,"Poisoning by other antiprotozoal drugs, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T37.4X2A,"Poisoning by anthelminthics, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T37.4X2S,"Poisoning by anthelminthics, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T37.5X2A,"Poisoning by antiviral drugs, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T37.5X2S,"Poisoning by antiviral drugs, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T37.8X2A,"Poisoning by other specified systemic anti-infectives and antiparasitics, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T37.8X2S,"Poisoning by other specified systemic anti-infectives and antiparasitics, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T37.92XA,"Poisoning by unspecified systemic anti-infective and antiparasitics, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T37.92XS,"Poisoning by unspecified systemic anti-infective and antiparasitics, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.0X2A,"Poisoning by glucocorticoids and synthetic analogues, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.0X2S,"Poisoning by glucocorticoids and synthetic analogues, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.1X2A,"Poisoning by thyroid hormones and substitutes, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.1X2S,"Poisoning by thyroid hormones and substitutes, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.2X2A,"Poisoning by antithyroid drugs, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.2X2S,"Poisoning by antithyroid drugs, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.3X2A,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.3X2S,"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.4X2A,"Poisoning by oral contraceptives, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.4X2S,"Poisoning by oral contraceptives, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.5X2A,"Poisoning by other estrogens and progestogens, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.5X2S,"Poisoning by other estrogens and progestogens, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.6X2A,"Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.6X2S,"Poisoning by antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.7X2A,"Poisoning by androgens and anabolic congeners, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.7X2S,"Poisoning by androgens and anabolic congeners, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.802A,"Poisoning by unspecified hormones and synthetic substitutes, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.802S,"Poisoning by unspecified hormones and synthetic substitutes, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.812A,"Poisoning by anterior pituitary [adenohypophyseal] hormones, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.812S,"Poisoning by anterior pituitary [adenohypophyseal] hormones, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.892A,"Poisoning by other hormones and synthetic substitutes, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.892S,"Poisoning by other hormones and synthetic substitutes, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.902A,"Poisoning by unspecified hormone antagonists, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.902S,"Poisoning by unspecified hormone antagonists, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T38.992A,"Poisoning by other hormone antagonists, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T38.992S,"Poisoning by other hormone antagonists, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.012A,"Poisoning by aspirin, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.012S,"Poisoning by aspirin, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.092A,"Poisoning by salicylates, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.092S,"Poisoning by salicylates, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.1X2A,"Poisoning by 4-Aminophenol derivatives, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.1X2S,"Poisoning by 4-Aminophenol derivatives, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.2X2A,"Poisoning by pyrazolone derivatives, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.2X2S,"Poisoning by pyrazolone derivatives, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.312A,"Poisoning by propionic acid derivatives, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.312S,"Poisoning by propionic acid derivatives, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.392A,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.392S,"Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.4X2A,"Poisoning by antirheumatics, not elsewhere classified, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.4X2S,"Poisoning by antirheumatics, not elsewhere classified, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.8X2A,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.8X2S,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T39.92XA,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T39.92XS,"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T40.0X2A,"Poisoning by opium, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T40.0X2S,"Poisoning by opium, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T40.1X2A,"Poisoning by heroin, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T40.1X2S,"Poisoning by heroin, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T40.2X2A,"Poisoning by other opioids, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T40.2X2S,"Poisoning by other opioids, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T40.3X2A,"Poisoning by methadone, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T40.3X2S,"Poisoning by methadone, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T40.4X2A,"Poisoning by other synthetic narcotics, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T40.4X2S,"Poisoning by other synthetic narcotics, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T40.5X2A,"Poisoning by cocaine, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T40.5X2S,"Poisoning by cocaine, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T40.602A,"Poisoning by unspecified narcotics, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T40.602S,"Poisoning by unspecified narcotics, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T40.692A,"Poisoning by other narcotics, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T40.692S,"Poisoning by other narcotics, intentional self-harm, sequela",originalCodes
